originalPlace	interpretedPlace	longitude	latitude	xmin	xmax	ymin	ymax	uncertainty
'Exploration Sira', 'Stalybridge, United Kingdom'	Stalybridge, UK	-2.0500759	53.483806	-2.0755441	-1.9633883	53.4659709	53.5164403	2608
'F1000Research', 'London, United Kingdom'	Middlesex House, 34-42 Cleveland St, Fitzrovia, London W1T 4LB, UK	-0.137959	51.5201013	-0.139308	-0.13661	51.5187523	51.5214503	177
'Faculdad de Biologia, Departamento de Zoologia', 'Spain'	Calle José Antonio Novais, 12, 28040 Madrid, Spain	-3.726829	40.44889	-3.728178	-3.72548	40.447541	40.450239	189
'Facultad de Ciencias Agronomicas de la Universidad de Chile', 'La Pintana, Chile'	Av. Sta. Rosa 11315, La Pintana, Región Metropolitana, Chile	-70.6318056	-33.5697773	-70.6331546	-70.6304566	-33.5711263	-33.5684283	195
'Faculte des Sciences Agronomiques de Gembloux', 'Belgium'	Passage des Déportés 2, 5030 Gembloux, Belgium	4.6976856	50.5629131	4.6963366	4.6990346	50.5615641	50.5642621	178
'Faculty of Agriculture', 'Japan'	Japan, 〒657-8501 Hyōgo Prefecture, Kobe, Nada Ward, Rokkodaicho, 1-1	135.2331485	34.7246092	135.2317995	135.2344975	34.7232602	34.7259582	194
'Faculty of Agriculture, Entomology Museum', 'Turkey'	NA	NA	NA	NA	NA	NA	NA	NA
'Faculty of Forestry Sciences', 'Chile'	NA	NA	NA	NA	NA	NA	NA	NA
'Falkirk District Council Museum', 'Falkirk, United Kingdom'	Callendar Rd, Falkirk FK1 1YR, UK	-3.7673664	55.9943609	-3.7687154	-3.7660174	55.9930119	55.9957099	172
'Fan Memorial Institute of Biology', 'Beijing, China'	NA	NA	NA	NA	NA	NA	NA	NA
'FCT', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Felix d Herelle Reference Center for Bacterial Viruses', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Filamentous fungus collection of the Spanish National Center for Microbiology', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Fine Arts Museum', 'Hull, United Kingdom'	Queen Victoria Square, Carr Ln, Hull HU1 3RA, UK	-0.3392926	53.7434069	-0.3406416	-0.3379436	53.7420579	53.7447559	175
'Finnish Forest Research Institute', 'Vantaa, Finland'	NA	NA	NA	NA	NA	NA	NA	NA
'Finnish Forest Research Institute, Vantaa Research Center', 'Vantaa, Finland'	NA	NA	NA	NA	NA	NA	NA	NA
'Fish Disease Culture Collection', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'FishBase', 'Sweden'	Sweden	18.643501	60.128161	10.5798	24.1773101	55.0059799	69.0599709	746131
'Fisheries and Oceans Biological Station', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Fisheries Research Centre', 'Malaysia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fisheries Research Institute of Hunan Province', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Fitzsimon s Snake Park', 'South Africa'	North Beach, Durban, 4001, South Africa	31.0357645	-29.843894	31.0344155	31.0371135	-29.845243	-29.842545	198
'Flinders University Smut Collection', 'Australia'	Sturt Rd, Bedford Park SA 5042, Australia	138.5713281	-35.0244952	138.5699791	138.5726771	-35.0258442	-35.0231462	194
'Folk Museum', 'Gainsborough, United Kingdom'	12 North St, Gainsborough DN21 2HS, UK	-0.774038	53.400703	-0.775387	-0.772689	53.399354	53.402052	175
'Folk Museum, Kent County Council', 'Folkestone, United Kingdom'	Town Hall, 1-2 Guildhall St, Folkestone CT20 1DY, UK	1.1810838	51.0801079	1.1797348	1.1824328	51.0787589	51.0814569	177
'FONAIAP-CENIAP', 'Maracay, Venezuela'	Maracay, Aragua, Venezuela	-67.6066164	10.2441931	-67.6685922	-67.5422287	10.2049546	10.3294132	8059
'Food and Nutrition Culture Collection', 'Indonesia'	Indonesia	113.921327	-0.789275	94.7351	141.0425	-11.1082999	6.2169999	2408783
'Food Research Institute, Ministry of Agriculture, Forestry and Fisheries', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Food Science Australia, Ryde', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Insect and Disease Survey Reference Collection', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Research and Development Center and Nature Conservation', 'Bogor, Indonesia'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Research Culture Collection', 'New Zealand'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Research Institute, European Centre for Natural Forests', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Research Institute, New Zealand', 'New Zealand'	10 Kyle St, Riccarton, Christchurch 8011, New Zealand	172.608203	-43.5318429	172.606854	172.609552	-43.5331919	-43.5304939	185
'Forest Research Institutetural Forest Department', 'Bialowieza, Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Forest Research Station', 'Wanariset Samboja, Indonesia'	NA	NA	NA	NA	NA	NA	NA	NA
'Forestry and Forest Products Research Institute', 'Kukizaki, Japan'	Kukizaki, Tsukuba, Ibaraki Prefecture 300-1272, Japan	140.103244	35.986254	140.0948837	140.1073378	35.9849569	35.9967981	768
'Forestry and Forest Products Research Institute, Forest Biology Division', 'Tsukuba, Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Forstlichen Bundsversuchsanstalt', 'Austria'	Austria	14.550072	47.516231	9.5307834	17.1607329	46.3723358	49.0206081	255989
'Fossil Catalgoue in the Geology Museum', 'New Zealand'	55 Cable St, Te Aro, Wellington 6011, New Zealand	174.7820894	-41.2904563	174.7807404	174.7834384	-41.2918053	-41.2891073	188
'Foundation for Revitalisation of Local Health Traditions', 'Bangalores, India'	74/2, Jarakbande Kaval, Post Attur, Via Yelahanka, Bengaluru, Karnataka 560064, India	77.5484158	13.1234103	77.5470668	77.5497648	13.1220613	13.1247593	209
'Francesc de Lucas i Alcover', 'Spain'	Crtra Alcover a Mont- Ral km 9,2, 43460 Alcover, Tarragona, Spain	1.124382	41.287094	1.123033	1.125731	41.285745	41.288443	188
'Frank M Hasbrouck Insect Collection', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Free-Living Amoebae Culture Collection', 'Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Free Library and Museum', 'Campbeltown, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Freshwater Algae Culture Collection', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'Freshwater Microalgae Collection Cultures', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Fruit Tree Research and Development Center of ThuaThien-Hue-Vietnam', 'Vietnam'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundao Ezequiel Dias', 'Belo Horizonte, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacao Universidade Estadual do Ceara', 'Serrinha, Brazil'	Av. Dr. Silas Munguba, 1700 - Campus do Itaperi, Fortaleza - CE, 60741-000, Brazil	-38.5533271	-3.788272	-38.5546761	-38.5519781	-3.789621	-3.786923	211
'Fundacin  Jardn Botnico del Choc - Jotaud', 'Quibd, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Biodiversa', 'Manizales, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Bosques y Humedales', 'Monteria, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Entropika', 'Leticia, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Estacin Biolgica Guayacanal', 'Bogot, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Gaia', 'Cali, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Macuticos Colombia', 'Medelln, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Malpelo y Otros Ecosistemas Marinos', 'Bogot, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Omacha', 'Bogot, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Pantera Colombia', 'Bogot DC, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Para el Desarrollo Integral Cultivemos', 'Sevilla, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Tortugas del Mar', 'Envigado, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacin Trpico', 'Cali, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Fundacion Cientifica Los Roques', 'Venezuela'	Los Roques archipelago, Federal Dependencies of Venezuela, Venezuela	-66.7665377	11.8566815	-67.0002051	-66.5013351	11.6439468	12.0544331	34677
'Fungal Culture Collection', 'India'	India	78.96288	20.593684	68.1097	97.3953587	6.4626999	35.513327	1953528
'Fungal Culture Collection at the Botanical Museum', 'Sweden'	Sweden	18.643501	60.128161	10.5798	24.1773101	55.0059799	69.0599709	746131
'Fungal Culture Collection of Lublin', 'Poland'	Lublin, Poland	22.5684463	51.2464536	22.4540092	22.6735312	51.1397334	51.2964846	9207
'Fungal Pathogens of Hevea Rubber in Sri Lanka', 'Sri Lanka'	NA	NA	NA	NA	NA	NA	NA	NA
'Fungal Strain Collection, Laboratory of Cryptogamy', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'Fungi Macedonici', 'Macedonia'	Macedonia (FYROM)	21.745275	41.608635	20.29	24.182	39.705	42.535	226379
'Furstin-Eugenie-Institut fur Arzneipflanzenforschung', 'Lindich, Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Gallery of Natural History and Native Art', 'Australia'	4th St SW & Independence Ave SW, Washington, DC 20560, United States	-77.0165034	38.8883484	-77.0178524	-77.0151544	38.8869994	38.8896974	190
'Gaylord Memorial Laboratory Museum', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'GBIF Cameroon', 'Cameroon'	Cameroon	12.354722	7.369722	8.3936001	16.1944081	1.6559	13.083335	759090
'GBIF France', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'GBIF New Zealand', 'Lincoln, New Zealand'	Lincoln, New Zealand	172.4842487	-43.6400869	172.4333969	172.5574946	-43.7344208	-43.6069926	6962
'GBIF Portugal', 'Portugal'	Portugal	-8.224454	39.399872	-31.4647999	-6.1891592	32.2895	42.1543111	350803
'Geocollections of Estonia', 'Tallinn, Estonia'	Tallinn, Estonia	24.7535747	59.4369608	24.5501939	24.926289	59.351809	59.591577	14950
'Geologic Museum', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Geological Institute of the Mongolian Academy of Sciences', 'Mongolia'	Peace Ave, Ulaanbaatar, Mongolia	106.9667423	47.9158387	106.9653933	106.9680913	47.9144897	47.9171877	181
'Geological Institute of the Mongolian Academy of Sciences', 'Mongolia'	Mongolia	103.846656	46.862496	87.7344789	119.9315098	41.581833	52.148355	1301059
'Geological Museum', 'Jerusalem, Israel'	NA	NA	NA	NA	NA	NA	NA	NA
'Geological Museum of Amsterdam University', 'Netherlands'	NA	NA	NA	NA	NA	NA	NA	NA
'Geological Museum Rome', 'Rome, Italy'	Piazza di S. Pantaleo, 10, 00186 Roma RM, Italy	12.4728722	41.8973153	12.4715232	12.4742212	41.8959663	41.8986643	187
'Geological Museum Villa Heidelberg', 'Klimpfjall, Sweden'	NA	NA	NA	NA	NA	NA	NA	NA
'Geological Survey of Nambia', 'Namibia'	Namibia	18.49041	-22.95764	11.4696999	25.261752	-28.9706389	-16.9634849	968117
'Geological Survey of New South Wales', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Geological Survey of Portugal', 'Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Geology and Mineralogy Museum', 'Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Geology Museum', 'Bath, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Georg-August-Universitt Gttingen, Albrecht-von-Haller-Institut fr Pflanzenwissenschaften, Abteilung Systematische Botanik', 'Gttingen, Germany'	NA	NA	NA	NA	NA	NA	NA	NA
'George Vanderbilt Foundation', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Georgian State Museum, Zoological Section', 'Georgia'	3/10 Shota Rustaveli Ave, T'bilisi 0105, Georgia	44.8001781	41.6960597	44.7988291	44.8015271	41.6947107	41.6974087	187
'German Reference Center for Meningococci', 'Germany'	NA	NA	NA	NA	NA	NA	NA	NA
'Gesneriad Gardens', 'Longmont, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Gezira Research Station', 'Wad Medani, Sudan'	NA	NA	NA	NA	NA	NA	NA	NA
'Gezkazgan Botanical Garden', 'Gezkazgan, Kazakhstan'	Kazakhstan	66.923684	48.019573	46.493672	87.315415	40.5685841	55.4419839	1624117
'Ghana Biodiversity Information Facility (GhaBIF)', 'Accra, Ghana'	Accra, Ghana	-0.1869644	5.6037168	-0.2991199	-0.060339	5.5139869	5.6684305	15748
'Giessener Zoologisches Museum', 'Germany'	Bundesstraße 52, 20146 Hamburg, Germany	9.9787142	53.5673146	9.9773652	9.9800632	53.5659656	53.5686636	175
'Ginseng Resource Bank', 'Yongin-si, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Glasgow Society of Field Naturalists', 'Glasgow, United Kingdom'	Glasgow, UK	-4.251806	55.864237	-4.3932005	-4.0717167	55.7812791	55.9296413	12800
'Global Mountain Biodiversity Assessment - GMBA', 'Basel, Switzerland'	Basel, Switzerland	7.5885761	47.5595986	7.5548199	7.6341	47.51931	47.5898833	4803
'Global Names Architecture', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Golestan Fisheries Research Centre', 'Iran'	Golestan Province, Iran	55.1375834	37.2898123	53.861679	56.2873059	36.454137	38.1115261	136373
'Goole Scientific Society', 'Goole, United Kingdom'	Goole DN14, UK	-0.876381	53.702941	-0.9033853	-0.8448961	53.686998	53.7185319	2516
'Gouvernement du Qubec', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Grasslands Rhizobium Collection', 'Zimbabwe'	Zimbabwe	29.154857	-19.015438	25.237368	33.068236	-22.4219117	-15.6093188	555583
'Greek Coordinated Collections of Microorganisms', 'Greece'	NA	NA	NA	NA	NA	NA	NA	NA
'Gregorio T Velasquez Phycological Herbarium', 'Philippines'	Philippines	121.774017	12.879721	114.583481	130.6600275	3.6346296	21.2412572	1292919
'Grierson Museum', 'Thornhill, United Kingdom'	Thornhill DG3, UK	-3.769113	55.245949	-3.7790598	-3.755324	55.2336205	55.2493567	956
'Grimsby Arts and Natural History', 'Grimsby, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Grootfontein Agricultural Development Institute', 'Middelburg Ec, South Africa'	On N9 Road to Pe, Middelburg, 5900, South Africa	25.0251997	-31.4713477	25.0238507	25.0265487	-31.4726967	-31.4699987	197
'Grumeti Fund Tanzania', 'Nata, Tanzania'	Grumeti Game Reserve, Tanzania	34.2199267	-2.0185136	33.9895535	34.4028282	-2.0742463	-1.9646227	21203
'Grupo Interinstitucional para el monitoreo de la biodiversidad en el Valle del Cauca', 'Cali, Colombia'	Cali, Valle del Cauca, Colombia	-76.5319854	3.4516467	-76.590503	-76.4608249	3.2845748	3.505554	9902
'Grusinian Academy of Sciences', 'Georgia'	NA	NA	NA	NA	NA	NA	NA	NA
'Guangdong Entomology Institute', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Guangdong Institute of Microbiology', 'Guangzhou, China'	NA	NA	NA	NA	NA	NA	NA	NA
'Guangxi Institute of Ethnomedicine', 'Nanning, China'	NA	NA	NA	NA	NA	NA	NA	NA
'Guy Harvey Research Institute', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Gyeoryongsan Natural History Museum', 'South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'H M Berbekov Kabardin-Balkar University', 'Nalchik, Russia'	Nalchik, Kabardino-Balkaria, Russia	43.6045133	43.4949918	43.55236	43.6985551	43.432421	43.541789	8133
'HanBat Botanical Garden', 'South Korea'	South Korea	127.766922	35.907757	124.5863	131.1603	33.0041	38.634	426703
'Hannam University Natural History Museum', 'South Korea'	70 Hannam-ro, Ojeong-dong, Daedeok-gu, Daejeon, South Korea	127.4211446	36.3544548	127.4197956	127.4224936	36.3531058	36.3558038	193
'Hartley Botanical Laboratories', 'Liverpool, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Harvey Institute', 'Barnsley, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Harvey Institute, Museum, Barnsley Naturalist and Scientific Society', 'Barnsley, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Hawaiian Algal Biodiversity Laboratory, University of Hawaii', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Hayashibara Museum of Natural History', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Hebden Bridge Literary and Scientific Society', 'Hebden Bridge, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Heilongjiang Natural History Museum', 'China'	China, Heilongjiang, Harbin, Songbei, Taiyang Ave, 太阳岛风景区	126.577412	45.777376	126.576063	126.578761	45.776027	45.778725	183
'Helicobacter pylori Korean Type Culture Collection', 'Jinju, South Korea'	Jinju-si, Gyeongsangnam-do, South Korea	128.1076213	35.1799817	127.8880404	128.3694307	35.0508278	35.3509734	24617
'Herbaria of the University and ETH Zrich (Z+ZT)', 'Zuerich, Switzerland'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbario Dr Armando Jesus Urquiola', 'Pinar Del Ro, Cuba'	NA	NA	NA	NA	NA	NA	NA	NA
'HERBARIUM AMAZONENSE  AMAZ', 'Peru'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbarium Bradeanum', 'Rio De Janeiro, Brazil'	Rio de Janeiro, State of Rio de Janeiro, Brazil	-43.1728965	-22.9068467	-43.7950599	-43.0969042	-23.0822288	-22.7460327	19442
'Herbarium de la Rserve de lINERA-Luki', 'Kinshasa, Congo - Kinshasa'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbarium du CRSN-Lwiro', 'Bukavu, Congo - Kinshasa'	Bukavu, Democratic Republic of the Congo	28.8480284	-2.5123017	28.8176536	28.8903522	-2.5639365	-2.4596667	6634
'Herbarium Mediterraneum Panormitanum', 'Palermo, Italy'	Palermo, Province of Palermo, Italy	13.3612671	38.1156879	13.2674205	13.4471566	38.0615392	38.219548	10193
'Herbarium Mediterraneum Panormitanum, Dipartimento di Biologia ambientale e Biodiversita', 'Palermo, Italy'	Via Archirafi, 38, 90123 Palermo PA, Italy	13.3737561	38.1098357	13.3724071	13.3751051	38.1084867	38.1111847	191
'Herbarium of Geo B Hinton', 'Galeana, Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbarium of Gifu Pharmaceutical University', 'Japan'	Japan, 〒501-1196 Gifu Prefecture, 岐阜市大学西１丁目２５−４	136.733819	35.465692	136.73247	136.735168	35.464343	35.467041	193
'Herbarium Soutpansbergensis', 'Zeerust, South Africa'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbier de l'universit de Limoges', 'Limoges, France'	NA	NA	NA	NA	NA	NA	NA	NA
'Herbier National de Guine (HNG)', 'Conakry, Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Heywood and District Botanical Society', 'Heywood, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Highland Biological Recording Group', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Historical Museum - Karnobat', 'Karnobat, Bulgaria'	8400 Karnobat, Bulgaria	26.9803526	42.6511052	26.954654	26.9986037	42.634491	42.6783968	2801
'HMR/Romainville', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Hokkaido Forest Products Research Institute', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Hokkaido University, Laboratory of Marine Botany, Faculty of Fisheries', 'Hakodate, Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Hollinwood Botanists and Field Naturalists Society', 'Hollinwood, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Homestead, Everglades National Park', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Hong Kong Fisheries Research Station', 'Hong Kong SAR China'	NA	NA	NA	NA	NA	NA	NA	NA
'Hoogstraal Center for Tick Research', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Hope Department of Entomology', 'United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Horn and Antler Museum', 'Bangkok, Thailand'	NA	NA	NA	NA	NA	NA	NA	NA
'Houghton Lake Wildlife Research Stationtural Resources Department', 'Houghton Lake Heights, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Howard W Manter Laboratory of Parasitology', 'United States'	1400 R St, Lincoln, NE 68588, USA	-96.7004763	40.8201966	-96.7018253	-96.6991273	40.8188476	40.8215456	188
'Hrvatski Narodni Zooloski Muzej', 'Croatia'	Demetrova ul. 1, 10000, Zagreb, Croatia	15.9723155	45.8170971	15.9709665	15.9736645	45.8157481	45.8184461	183
'Huanggang Teachers College', 'Huangzhou, China'	NA	NA	NA	NA	NA	NA	NA	NA
'Humboldt State University Vertebrate Museum', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Hungarian Academy of Sciences, Centre for Ecological Research, Institute of Ecology and Botany', 'Vcrtt, Hungary'	NA	NA	NA	NA	NA	NA	NA	NA
'Hungarian National Collection of Medical Bacteria', 'Hungary'	NA	NA	NA	NA	NA	NA	NA	NA
'Hygiene-Institut der Universitaet', 'Austria'	Kinderspitalgasse 15, 1090 Wien, Austria	16.3422429	48.2160539	16.3408939	16.3435919	48.2147049	48.2174029	180
'I D Papanin Institute for Biology of Inland Waters, Russian Academy of Sciences', 'Borok, Russia'	Leninsky Ave, 14, Moskva, Russia, 119991	37.5778246	55.7107897	37.5764756	37.5791736	55.7094407	55.7121387	172
'IAM Culture Collection, Center for Cellular and Molecular Research', 'Japan'	Japan	138.252924	36.204824	122.8554688	154.0031455	20.3585295	45.6412626	1685385
'Iberian and Macaronesian vegetation Information System', 'Barcelona, Spain'	Macaronesia	-22.471111	24.256667	-22.4871184	-22.4551036	24.2464937	24.2668395	1978
'Iberian and Macaronesian vegetation Information System', 'Barcelona, Spain'	Barcelona, Spain	2.1734035	41.3850639	2.0695258	2.2280099	41.320004	41.4695761	10437
'IC5Team', 'Barcelona, Spain'	Barcelona, Spain	2.1734035	41.3850639	2.0695258	2.2280099	41.320004	41.4695761	10437
'Icelandic Institute of Natural History, Akureyri Division', 'Akureyri, Iceland'	NA	NA	NA	NA	NA	NA	NA	NA
'ICO-Institut Catal d'Ornitologia (Catalan Ornithological Institute)', 'Barcelona, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'IDEAM', 'Bogot DC, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'iDigBio', 'Gainesville, United States'	Gainesville, FL, USA	-82.3248262	29.6516344	-82.420516	-82.218976	29.601988	29.770553	10778
'ILS - Israeli Lepidopterists society', 'Haifa, Israel'	NA	NA	NA	NA	NA	NA	NA	NA
'IMBIV', 'Crdoba, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Imperial Fisheries Institute', 'Japan'	Japan	138.252924	36.204824	122.8554688	154.0031455	20.3585295	45.6412626	1685385
'Imperial Museum', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'INBAC', 'Luanda, Angola'	Luanda, Angola	13.2301756	-8.8146556	13.1580869	13.4101221	-8.9509107	-8.756154	17029
'Industrial Culture Collection', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Industrial Microbiology Dublin', 'Ireland'	Moyne Institute of Preventive Medicine, Dublin Southside, Dublin, Ireland	-6.2532002	53.3422362	-6.2545492	-6.2518512	53.3408872	53.3435852	175
'Industrial Yeasts Collection', 'Italy'	Italy	12.56738	41.87194	6.6267201	18.7975999	35.4897	47.092	762462
'INFA DE TOVE', 'Kpalim, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'INIA-Centro de Investigacin Forestal (CIFOR)', 'Madrid, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'INIFAT Fungus Collection', 'Cuba'	Cuba	-77.781167	21.521757	-85.1715001	-73.9545	19.6529001	23.3776001	444248
'INIREB', 'Mrida, Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Inner Mongolia Center for Endemic Disease Control and Research', 'Mongolia'	Inner Mongolia, China	115.0594815	43.37822	97.1727626	126.0755854	37.4067795	53.337178	1372446
'Inner Mongolia Center for Endemic Disease Control and Research', 'Mongolia'	Mongolia	103.846656	46.862496	87.7344789	119.9315098	41.581833	52.148355	1301059
'Innvista', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'INRA Antilles-Guyane', 'France'	French Guiana	-53.125782	3.933889	-54.5544379	-51.6164491	2.109287	5.9548	256764
'INRES - Institute for Crop Science and Resource Conservation', 'Bonn, Germany'	Karlrobert-Kreiten-Straße 13, 53115 Bonn, Germany	7.088471	50.7237893	7.087122	7.08982	50.7224403	50.7251383	178
'INRES - Institute for Crop Science and Resource Conservation', 'Bonn, Germany'	Rheinische Friedrich-Wilhelms-Universität Bon, Friedrich-Ebert-Allee 144, 53113 Bonn, Germany	7.1291703	50.7052323	7.1278213	7.1305193	50.7038833	50.7065813	178
'Insect Collection, New South Wales Department of Agriculture', 'Australia'	New South Wales, Australia	146.921099	-31.2532183	140.9992793	159.1054441	-37.5052801	-28.15702	881385
'Insect Pathology Pathogen Collection', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Institue of Zoology of the Kazakh Academy of Sciences', 'Kazakhstan'	Shevchenko St 28, Almaty 050000, Kazakhstan	76.9531197	43.2458222	76.9517707	76.9544687	43.2444732	43.2471712	186
'Institut Congolais pour la Conservation de la Nature (ICCN)', 'Inkisi-Kisantu, Congo - Kinshasa'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut d Economie Rurale', 'B Sikasso, Mali'	Sikasso, Mali	-5.6983979	11.3223834	-5.7206155	-5.634414	11.2896322	11.3538204	4360
'Institut d Economie Rurale, Centre Regional de Recherche Agronomique (CRRA)', 'Sikasso, Mali'	Sikasso, Mali	-5.6983979	11.3223834	-5.7206155	-5.634414	11.2896322	11.3538204	4360
'Institut d Elevage et de Medecine Veterinaire des Pays Tropicaux', 'Maisons-Alfort Cedex, France'	Maisons-Alfort, France	2.429443	48.801148	2.4159061	2.4639931	48.786595	48.816878	1900
'Institut de Biologia Evolutiva, (CSIC-UPF)', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut de Paleontologie, Museum d Histoire naturelle', 'France'	2 Rue Buffon, 75005 Paris, France	2.3634848	48.8433108	2.3621358	2.3648338	48.8419618	48.8446598	180
'Institut de Paleontologie, Museum d Histoire naturelle', 'France'	57 Rue Cuvier, 75005 Paris, France	2.3562101	48.8443425	2.3548611	2.3575591	48.8429935	48.8456915	180
'Institut de Recherche Agronomique de Guine (IRAG)', 'Conakry, Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut de Recherche Agronomique de Guinee', 'Srdou, Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut de Recherches Entomologique de la Caribe', 'Guadeloupe'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut de Zoologie [Institut Ed Van Beneden]', 'Belgium'	Belgium	4.469936	50.503887	2.5240999	6.4081241	49.497013	51.5051449	175816
